MODEL_NAME,GPU_TYPE,GPU_NUM,CTX_LEN,BATCH_SIZE,LORA_R,FRAMEWORK,TP,ZERO,GRADIENT_STEP,TGS
LLAMA_7B,A100,4,512,512,32,LLAMAFACTORY,1,2,128,5
LLAMA_7B,A100,4,2048,8,8,LLAMAFACTORY,1,2,2,5
LLAMA_7B,A100,4,2048,8,16,LLAMAFACTORY,1,2,2,5
LLAMA_7B,A100,4,2048,8,32,LLAMAFACTORY,1,2,2,5
LLAMA_7B,A100,4,2048,32,8,LLAMAFACTORY,1,2,8,5
LLAMA_7B,A100,4,2048,32,16,LLAMAFACTORY,1,2,8,5
LLAMA_7B,A100,4,2048,32,32,LLAMAFACTORY,1,2,8,5
LLAMA_7B,A100,4,2048,128,8,LLAMAFACTORY,1,2,32,5
LLAMA_7B,A100,4,2048,128,16,LLAMAFACTORY,1,2,32,5
LLAMA_7B,A100,4,2048,128,32,LLAMAFACTORY,1,2,32,5
LLAMA_7B,A100,4,2048,512,8,LLAMAFACTORY,1,2,128,5
LLAMA_7B,A100,4,2048,512,16,LLAMAFACTORY,1,2,128,5
LLAMA_7B,A100,4,2048,512,32,LLAMAFACTORY,1,2,128,5
LLAMA_7B,A100,8,512,8,8,LLAMAFACTORY,1,2,1,5
LLAMA_7B,A100,8,512,8,16,LLAMAFACTORY,1,2,1,5
LLAMA_7B,A100,8,512,8,32,LLAMAFACTORY,1,2,1,5
LLAMA_7B,A100,8,512,32,8,LLAMAFACTORY,1,2,4,5
LLAMA_7B,A100,8,512,32,16,LLAMAFACTORY,1,2,4,5
LLAMA_7B,A100,8,512,32,32,LLAMAFACTORY,1,2,4,5
LLAMA_7B,A100,8,512,128,8,LLAMAFACTORY,1,2,16,5
LLAMA_7B,A100,8,512,128,16,LLAMAFACTORY,1,2,16,5
LLAMA_7B,A100,8,512,128,32,LLAMAFACTORY,1,2,16,5
LLAMA_7B,A100,8,512,512,8,LLAMAFACTORY,1,2,64,5
LLAMA_7B,A100,8,512,512,16,LLAMAFACTORY,1,2,64,5
LLAMA_7B,A100,8,512,512,32,LLAMAFACTORY,1,2,64,5
LLAMA_7B,A100,8,2048,8,8,LLAMAFACTORY,1,2,1,5
LLAMA_7B,A100,8,2048,8,16,LLAMAFACTORY,1,2,1,5
LLAMA_7B,A100,8,2048,8,32,LLAMAFACTORY,1,2,1,5
LLAMA_7B,A100,8,2048,32,8,LLAMAFACTORY,1,2,4,5
LLAMA_7B,A100,8,2048,32,16,LLAMAFACTORY,1,2,4,5
LLAMA_7B,A100,8,2048,32,32,LLAMAFACTORY,1,2,4,5
LLAMA_7B,A100,8,2048,128,8,LLAMAFACTORY,1,2,16,5
LLAMA_7B,A100,8,2048,128,16,LLAMAFACTORY,1,2,16,5
LLAMA_7B,A100,8,2048,128,32,LLAMAFACTORY,1,2,16,5
LLAMA_7B,A100,8,2048,512,8,LLAMAFACTORY,1,2,64,5
LLAMA_7B,A100,8,2048,512,16,LLAMAFACTORY,1,2,64,5
LLAMA_7B,A100,8,2048,512,32,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,1,512,1,8,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,1,512,1,16,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,1,512,1,32,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,1,512,8,8,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,1,512,8,16,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,1,512,8,32,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,1,512,32,8,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,1,512,32,16,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,1,512,32,32,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,1,512,128,8,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,1,512,128,16,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,1,512,128,32,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,1,512,512,8,LLAMAFACTORY,1,2,512,5
LLAMA_20B,A100,1,512,512,16,LLAMAFACTORY,1,2,512,5
LLAMA_20B,A100,1,512,512,32,LLAMAFACTORY,1,2,512,5
LLAMA_20B,A100,1,2048,1,8,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,1,2048,1,16,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,1,2048,1,32,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,1,2048,8,8,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,1,2048,8,16,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,1,2048,8,32,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,1,2048,32,8,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,1,2048,32,16,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,1,2048,32,32,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,1,2048,128,8,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,1,2048,128,16,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,1,2048,128,32,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,1,2048,512,8,LLAMAFACTORY,1,2,512,5
LLAMA_20B,A100,1,2048,512,16,LLAMAFACTORY,1,2,512,5
LLAMA_20B,A100,1,2048,512,32,LLAMAFACTORY,1,2,512,5
LLAMA_20B,A100,2,512,8,8,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,2,512,8,16,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,2,512,8,32,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,2,512,32,8,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,2,512,32,16,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,2,512,32,32,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,2,512,128,8,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,2,512,128,16,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,2,512,128,32,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,2,512,512,8,LLAMAFACTORY,1,2,256,5
LLAMA_20B,A100,2,512,512,16,LLAMAFACTORY,1,2,256,5
LLAMA_20B,A100,2,512,512,32,LLAMAFACTORY,1,2,256,5
LLAMA_20B,A100,2,2048,8,8,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,2,2048,8,16,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,2,2048,8,32,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,2,2048,32,8,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,2,2048,32,16,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,2,2048,32,32,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,2,2048,128,8,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,2,2048,128,16,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,2,2048,128,32,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,2,2048,512,8,LLAMAFACTORY,1,2,256,5
LLAMA_20B,A100,2,2048,512,16,LLAMAFACTORY,1,2,256,5
LLAMA_20B,A100,2,2048,512,32,LLAMAFACTORY,1,2,256,5
LLAMA_20B,A100,4,512,8,8,LLAMAFACTORY,1,2,2,5
LLAMA_20B,A100,4,512,8,16,LLAMAFACTORY,1,2,2,5
LLAMA_20B,A100,4,512,8,32,LLAMAFACTORY,1,2,2,5
LLAMA_20B,A100,4,512,32,8,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,4,512,32,16,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,4,512,32,32,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,4,512,128,8,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,4,512,128,16,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,4,512,128,32,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,4,512,512,8,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,4,512,512,16,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,4,512,512,32,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,4,2048,8,8,LLAMAFACTORY,1,2,2,5
LLAMA_20B,A100,4,2048,8,16,LLAMAFACTORY,1,2,2,5
LLAMA_20B,A100,4,2048,8,32,LLAMAFACTORY,1,2,2,5
LLAMA_20B,A100,4,2048,32,8,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,4,2048,32,16,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,4,2048,32,32,LLAMAFACTORY,1,2,8,5
LLAMA_20B,A100,4,2048,128,8,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,4,2048,128,16,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,4,2048,128,32,LLAMAFACTORY,1,2,32,5
LLAMA_20B,A100,4,2048,512,8,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,4,2048,512,16,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,4,2048,512,32,LLAMAFACTORY,1,2,128,5
LLAMA_20B,A100,8,512,8,8,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,8,512,8,16,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,8,512,8,32,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,8,512,32,8,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,8,512,32,16,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,8,512,32,32,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,8,512,128,8,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,8,512,128,16,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,8,512,128,32,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,8,512,512,8,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,8,512,512,16,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,8,512,512,32,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,8,2048,8,8,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,8,2048,8,16,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,8,2048,8,32,LLAMAFACTORY,1,2,1,5
LLAMA_20B,A100,8,2048,32,8,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,8,2048,32,16,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,8,2048,32,32,LLAMAFACTORY,1,2,4,5
LLAMA_20B,A100,8,2048,128,8,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,8,2048,128,16,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,8,2048,128,32,LLAMAFACTORY,1,2,16,5
LLAMA_20B,A100,8,2048,512,8,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,8,2048,512,16,LLAMAFACTORY,1,2,64,5
LLAMA_20B,A100,8,2048,512,32,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,1,512,1,8,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,1,512,1,16,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,1,512,1,32,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,1,512,8,8,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,1,512,8,16,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,1,512,8,32,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,1,512,32,8,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,1,512,32,16,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,1,512,32,32,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,1,512,128,8,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,1,512,128,16,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,1,512,128,32,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,1,512,512,8,LLAMAFACTORY,1,2,512,5
LLAMA_70B,A100,1,512,512,16,LLAMAFACTORY,1,2,512,5
LLAMA_70B,A100,1,512,512,32,LLAMAFACTORY,1,2,512,5
LLAMA_70B,A100,1,2048,1,8,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,1,2048,1,16,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,1,2048,1,32,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,1,2048,8,8,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,1,2048,8,16,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,1,2048,8,32,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,1,2048,32,8,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,1,2048,32,16,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,1,2048,32,32,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,1,2048,128,8,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,1,2048,128,16,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,1,2048,128,32,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,1,2048,512,8,LLAMAFACTORY,1,2,512,5
LLAMA_70B,A100,1,2048,512,16,LLAMAFACTORY,1,2,512,5
LLAMA_70B,A100,1,2048,512,32,LLAMAFACTORY,1,2,512,5
LLAMA_70B,A100,2,512,8,8,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,2,512,8,16,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,2,512,8,32,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,2,512,32,8,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,2,512,32,16,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,2,512,32,32,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,2,512,128,8,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,2,512,128,16,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,2,512,128,32,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,2,512,512,8,LLAMAFACTORY,1,2,256,5
LLAMA_70B,A100,2,512,512,16,LLAMAFACTORY,1,2,256,5
LLAMA_70B,A100,2,512,512,32,LLAMAFACTORY,1,2,256,5
LLAMA_70B,A100,2,2048,8,8,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,2,2048,8,16,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,2,2048,8,32,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,2,2048,32,8,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,2,2048,32,16,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,2,2048,32,32,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,2,2048,128,8,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,2,2048,128,16,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,2,2048,128,32,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,2,2048,512,8,LLAMAFACTORY,1,2,256,5
LLAMA_70B,A100,2,2048,512,16,LLAMAFACTORY,1,2,256,5
LLAMA_70B,A100,2,2048,512,32,LLAMAFACTORY,1,2,256,5
LLAMA_70B,A100,4,512,8,8,LLAMAFACTORY,1,2,2,5
LLAMA_70B,A100,4,512,8,16,LLAMAFACTORY,1,2,2,5
LLAMA_70B,A100,4,512,8,32,LLAMAFACTORY,1,2,2,5
LLAMA_70B,A100,4,512,32,8,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,4,512,32,16,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,4,512,32,32,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,4,512,128,8,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,4,512,128,16,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,4,512,128,32,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,4,512,512,8,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,4,512,512,16,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,4,512,512,32,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,4,2048,8,8,LLAMAFACTORY,1,2,2,5
LLAMA_70B,A100,4,2048,8,16,LLAMAFACTORY,1,2,2,5
LLAMA_70B,A100,4,2048,8,32,LLAMAFACTORY,1,2,2,5
LLAMA_70B,A100,4,2048,32,8,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,4,2048,32,16,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,4,2048,32,32,LLAMAFACTORY,1,2,8,5
LLAMA_70B,A100,4,2048,128,8,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,4,2048,128,16,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,4,2048,128,32,LLAMAFACTORY,1,2,32,5
LLAMA_70B,A100,4,2048,512,8,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,4,2048,512,16,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,4,2048,512,32,LLAMAFACTORY,1,2,128,5
LLAMA_70B,A100,8,512,8,8,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,8,512,8,16,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,8,512,8,32,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,8,512,32,8,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,8,512,32,16,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,8,512,32,32,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,8,512,128,8,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,8,512,128,16,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,8,512,128,32,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,8,512,512,8,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,8,512,512,16,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,8,512,512,32,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,8,2048,8,8,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,8,2048,8,16,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,8,2048,8,32,LLAMAFACTORY,1,2,1,5
LLAMA_70B,A100,8,2048,32,8,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,8,2048,32,16,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,8,2048,32,32,LLAMAFACTORY,1,2,4,5
LLAMA_70B,A100,8,2048,128,8,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,8,2048,128,16,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,8,2048,128,32,LLAMAFACTORY,1,2,16,5
LLAMA_70B,A100,8,2048,512,8,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,8,2048,512,16,LLAMAFACTORY,1,2,64,5
LLAMA_70B,A100,8,2048,512,32,LLAMAFACTORY,1,2,64,5
